Nº Voo,Equip.,Cód Origem,Cód Destino,Tempo esperado de voo
1673,B738,SBMA,SBBR,120
1673,B737,SBMA,SBBR,120
1673,B738,SBMA,SBBR,120
1673,B38M,SBMA,SBBR,120
1673,B737,SBMA,SBBR,120
1673,B738,SBMA,SBBR,120
1673,B738,SBMA,SBBR,120
1673,B738,SBMA,SBBR,120
1673,B738,SBMA,SBBR,120
1674,B738,SBAR,SBSP,175
1675,B738,SBSP,SBAR,160
1678,B738,SBGR,SBPL,160
1678,B38M,SBGR,SBPL,160
1678,B38M,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B38M,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1678,B738,SBGR,SBPL,160
1680,B38M,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1680,B38M,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1680,B38M,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1680,B738,SBGL,SBJP,180
1684,B38M,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1684,B38M,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1684,B38M,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1684,B738,SBJP,SBGL,185
1687,B738,SBUL,SBSP,80
1687,B737,SBUL,SBSP,80
1687,B738,SBUL,SBSP,80
1687,B737,SBUL,SBSP,80
1687,B738,SBUL,SBSP,80
1687,B737,SBUL,SBSP,80
1687,B738,SBUL,SBSP,80
1687,B738,SBUL,SBSP,80
1687,B738,SBUL,SBSP,80
1687,B738,SBUL,SBSP,80
1688,B738,SBSP,SBSG,190
1688,B738,SBSP,SBMO,180
1688,B738,SBSP,SBSG,220
1688,B738,SBSP,SBMO,180
1688,B738,SBSP,SBSG,190
1688,B738,SBSP,SBMO,180
1690,B738,SBCF,SBPS,80
1690,B737,SBCF,SBPS,80
1690,B738,SBCF,SBPS,80
1691,B38M,SBPS,SBCF,80
1691,B738,SBPS,SBCF,80
1694,B738,SBGR,SBSV,140
1694,B38M,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B38M,SBGR,SBSV,140
1694,B38M,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B38M,SBGR,SBSV,140
1694,B737,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B38M,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1694,B738,SBGR,SBSV,140
1696,B38M,SBGR,SBSV,140
1696,B38M,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B38M,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B38M,SBGR,SBSV,145
1696,B738,SBGR,SBSV,140
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,135
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1696,B738,SBGR,SBSV,145
1700,B738,SBBR,SBCF,85
1700,B38M,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B38M,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B38M,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1700,B738,SBBR,SBCF,85
1702,B737,SBBR,SBRJ,110
1702,B738,SBBR,SBRJ,110
1702,B737,SBBR,SBRJ,110
1702,B737,SBBR,SBRJ,110
1702,B738,SBBR,SBRJ,110
1702,B737,SBBR,SBRJ,110
1702,B737,SBBR,SBRJ,110
1702,B737,SBBR,SBRJ,110
1703,B737,SBRJ,SBBR,115
1703,B738,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,115
1703,B738,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,115
1703,B738,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,115
1703,B737,SBRJ,SBBR,110
1705,B38M,SBCF,SBBR,80
1705,B738,SBCF,SBBR,80
1705,B38M,SBCF,SBBR,80
1705,B738,SBCF,SBBR,80
1705,B38M,SBCF,SBBR,80
1705,B738,SBCF,SBBR,80
1705,B738,SBCF,SBBR,80
Z1705,B738,SBCF,SBBR,80
1705,B738,SBCF,SBBR,80
Z1705,B738,SBCF,SBBR,80
Z1705,B738,SBCF,SBBR,80
1705,B738,SBCF,SBBR,80
1707,B38M,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B38M,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B38M,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1707,B738,SBFZ,SBBR,165
1708,B38M,SBGL,SBNF,100
1708,B738,SBGL,SBNF,100
1708,B38M,SBGL,SBNF,100
1708,B38M,SBGL,SBNF,100
1708,B738,SBGL,SBNF,100
1708,B38M,SBGL,SBNF,100
1708,B738,SBGL,SBNF,100
1708,B738,SBGL,SBNF,100
1708,B738,SBGL,SBNF,100
1709,B38M,SBFZ,SBBR,165
1709,B738,SBFZ,SBBR,165
1709,B38M,SBFZ,SBBR,165
1709,B738,SBFZ,SBBR,165
1709,B738,SBFZ,SBBR,165
1709,B738,SBFZ,SBBR,165
1709,B738,SBFZ,SBBR,165
1710,B38M,SBBR,SBFZ,155
1710,B738,SBBR,SBFZ,155
1710,B38M,SBBR,SBFZ,155
1710,B738,SBBR,SBFZ,155
1710,B38M,SBBR,SBFZ,155
1710,B38M,SBBR,SBFZ,155
1710,B738,SBBR,SBFZ,155
1710,B738,SBBR,SBFZ,155
1710,B738,SBBR,SBFZ,155
1710,B738,SBBR,SBFZ,155
1711,B738,SBGO,SBBR,50
1713,B38M,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B38M,SBCY,SBBR,100
1713,B38M,SBCY,SBBR,100
1713,B38M,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B38M,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1713,B738,SBCY,SBBR,100
1715,B738,SBPA,SBSP,95
1715,B738,SBPA,SBSP,100
1715,B38M,SBPA,SBSP,100
1715,B738,SBPA,SBSP,100
1715,B737,SBPA,SBSP,100
1715,B38M,SBPA,SBSP,100
1715,B738,SBPA,SBSP,100
1715,B738,SBPA,SBSP,95
1715,B738,SBPA,SBSP,100
1716,B738,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B38M,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1716,B738,SBBR,SBCY,115
1717,B38M,SBVT,SBBR,105
1717,B737,SBVT,SBBR,105
1717,B38M,SBVT,SBBR,105
1717,B738,SBVT,SBBR,105
1717,B738,SBGL,SBBR,110
1717,B738,SBVT,SBBR,105
1718,B38M,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B38M,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B38M,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B38M,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1718,B738,SBBR,SBCF,90
1719,B737,SBRJ,SBBR,110
1719,B738,SBRJ,SBBR,110
1719,B737,SBRJ,SBBR,110
1719,B737,SBRJ,SBBR,110
1719,B738,SBRJ,SBBR,110
1719,B737,SBRJ,SBBR,110
1720,B738,SBBR,SBPA,170
1720,B738,SBBR,SBPA,165
1720,B38M,SBBR,SBPA,170
1720,B738,SBBR,SBPA,170
1720,B737,SBBR,SBPA,170
1720,B738,SBBR,SBPA,170
1720,B38M,SBBR,SBPA,170
1720,B738,SBBR,SBPA,170
1720,B738,SBBR,SBPA,165
1720,B738,SBBR,SBPA,165
1720,B738,SBBR,SBPA,165
1721,B737,SBRJ,SBBR,110
1721,B738,SBRJ,SBBR,110
1721,B738,SBRJ,SBBR,110
1721,B737,SBRJ,SBBR,110
1721,B737,SBRJ,SBBR,110
1721,B738,SBRJ,SBBR,110
1721,B737,SBRJ,SBBR,110
1721,B737,SBRJ,SBPS,90
1721,B737,SBRJ,SBPS,95
1721,B737,SBRJ,SBPS,90
1721,B737,SBRJ,SBBR,110
1722,B737,SBBR,SBRJ,105
1722,B738,SBBR,SBRJ,105
1722,B737,SBBR,SBRJ,105
1722,B737,SBBR,SBRJ,105
1722,B738,SBBR,SBRJ,105
1722,B737,SBBR,SBRJ,105
1723,B38M,SBPA,SBGL,115
1723,B38M,SBPA,SBGL,115
1723,B38M,SBPA,SBGL,110
1723,B38M,SBPA,SBGL,100
1723,B738,SBPA,SBGL,115
1723,B738,SBPA,SBGL,110
1723,B738,SBPA,SBGL,100
1723,B38M,SBPA,SBGL,115
1723,B38M,SBPA,SBGL,115
1723,B738,SBPA,SBGL,115
1723,B38M,SBPA,SBGL,110
1723,B738,SBPA,SBGL,115
1723,B38M,SBPA,SBGL,115
1723,B738,SBPA,SBGL,110
1723,B738,SBPA,SBGL,115
1723,B38M,SBPA,SBGL,110
1723,B738,SBPA,SBGL,120
1723,B738,SBPA,SBGL,115
1726,B38M,SBBR,SBEG,195
1726,B38M,SBEG,SBSN,70
1726,B38M,SBBR,SBEG,195
1726,B38M,SBEG,SBSN,70
1726,B38M,SBEG,SBSN,70
1726,B38M,SBBR,SBEG,195
1726,B38M,SBBR,SBEG,195
1726,B38M,SBEG,SBSN,70
1726,B738,SBBR,SBEG,195
1726,B738,SBEG,SBSN,70
1726,B738,SBBR,SBEG,195
1726,B738,SBEG,SBSN,70
1726,B738,SBBR,SBEG,195
1726,B738,SBBR,SBEG,195
1726,B738,SBEG,SBSN,70
1726,B738,SBBR,SBEG,195
1726,B738,SBBR,SBEG,195
1726,B738,SBBR,SBEG,195
1726,B738,SBEG,SBSN,70
1727,B38M,SBSN,SBEG,80
1727,B38M,SBEG,SBBR,175
1727,B38M,SBSN,SBEG,80
1727,B38M,SBEG,SBBR,175
1727,B38M,SBSN,SBEG,80
1727,B38M,SBSN,SBEG,80
1727,B38M,SBEG,SBBR,175
1727,B38M,SBEG,SBBR,175
1727,B38M,SBSN,SBEG,80
1727,B38M,SBEG,SBBR,175
1727,B738,SBSN,SBEG,80
1727,B738,SBEG,SBBR,175
1727,B738,SBSN,SBEG,80
1727,B738,SBEG,SBBR,175
1727,B738,SBSN,SBEG,80
1727,B738,SBEG,SBBR,175
1727,B738,SBSN,SBEG,80
1727,B738,SBEG,SBBR,175
1727,B738,SBSN,SBEG,80
1727,B738,SBSN,SBEG,80
1727,B738,SBEG,SBBR,175
1727,B738,SBSN,SBEG,80
1727,B738,SBEG,SBBR,175
1728,B737,SBBR,SBRJ,110
1728,B738,SBBR,SBRJ,110
1728,B738,SBBR,SBRJ,110
1728,B737,SBBR,SBRJ,110
1728,B737,SBBR,SBRJ,110
1728,B738,SBBR,SBRJ,110
1728,B737,SBBR,SBRJ,110
1728,B737,SBBR,SBRJ,110
1728,B737,SBBR,SBRJ,110
1729,B38M,SBFL,SBBR,130
1729,B738,SBFL,SBBR,130
1729,B38M,SBFL,SBBR,130
1729,B738,SBFL,SBBR,130
1729,B738,SBFL,SBBR,135
1729,B38M,SBFL,SBBR,130
1729,B738,SBFL,SBBR,130
1729,B38M,SBFL,SBBR,130
1729,B738,SBFL,SBBR,135
1729,B738,SBPA,SBBR,150
1729,B738,SBPA,SBBR,150
1729,B738,SBPA,SBBR,150
1729,B738,SBPA,SBBR,150
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B738,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B738,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B738,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B738,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B38M,SBGL,SBVT,70
1730,B738,SBGL,SBVT,70
1730,B738,SBGL,SBVT,70
1730,B738,SBGL,SBVT,75
1731,B738,SBVT,SBGL,70
1731,B38M,SBVT,SBGL,70
1731,B38M,SBVT,SBGL,70
1731,B738,SBVT,SBGL,70
1731,B38M,SBVT,SBGL,70
1731,B38M,SBVT,SBGL,70
1731,B738,SBVT,SBGL,70
1731,B738,SBVT,SBGL,70
1731,B738,SBVT,SBGL,70
1731,B738,SBVT,SBGL,70
1732,B737,SBBR,SBRJ,105
1732,B738,SBBR,SBRJ,105
1732,B737,SBBR,SBRJ,105
1732,B738,SBBR,SBRJ,105
1732,B737,SBBR,SBRJ,105
1732,B737,SBBR,SBRJ,105
1732,B738,SBBR,SBRJ,105
1732,B737,SBBR,SBRJ,105
1732,B737,SBPS,SBRJ,90
1732,B737,SBPS,SBRJ,90
1732,B737,SBBR,SBRJ,105
1733,B737,SBRJ,SBBR,110
1733,B738,SBRJ,SBBR,110
1733,B737,SBRJ,SBBR,110
1733,B737,SBRJ,SBBR,110
1733,B738,SBRJ,SBBR,110
1733,B737,SBRJ,SBBR,110
1734,B38M,SBBR,SBSL,150
1734,B738,SBBR,SBSL,150
1734,B38M,SBBR,SBSL,150
1734,B38M,SBBR,SBSL,150
1734,B738,SBBR,SBSL,150
1734,B738,SBBR,SBSL,150
1735,B738,SBSL,SBBR,150
1735,B38M,SBSL,SBBR,150
1735,B38M,SBSL,SBBR,150
1735,B738,SBSL,SBBR,150
1735,B738,SBSL,SBBR,150
1735,B738,SBSL,SBBR,150
1735,B738,SBSL,SBBR,150
1737,B38M,SBPA,SBBR,150
1737,B738,SBPA,SBBR,150
1737,B738,SBPA,SBBR,150
1737,B38M,SBPA,SBBR,150
1737,B38M,SBPA,SBBR,150
1737,B738,SBPA,SBBR,150
1737,B38M,SBPA,SBBR,150
1737,B738,SBPA,SBBR,150
1737,B738,SBPA,SBBR,150
1737,B738,SBPA,SBBR,150
1738,B738,SBBR,SBFL,145
1738,B38M,SBBR,SBFL,145
1738,B738,SBBR,SBFL,145
1738,B38M,SBBR,SBFL,145
1738,B738,SBBR,SBFL,145
1738,B38M,SBBR,SBFL,145
1738,B738,SBBR,SBFL,145
1738,B738,SBBR,SBPA,165
1738,B738,SBBR,SBPA,165
1738,B738,SBBR,SBPA,165
1739,B738,SBSV,SBRF,85
1739,B738,SBGL,SBFZ,195
1740,B38M,SBBR,SBEG,180
1740,B38M,SBBR,SBEG,180
1740,B38M,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1740,B38M,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1740,B738,SBBR,SBEG,180
1741,B38M,SBGO,SBBR,50
1741,B738,SBGO,SBBR,50
1741,B738,SBGO,SBBR,50
1741,B38M,SBGO,SBBR,50
1741,B738,SBGO,SBBR,50
1741,B38M,SBGO,SBBR,50
1741,B738,SBGO,SBBR,50
1741,B738,SBGO,SBBR,50
1741,B738,SBGO,SBBR,45
1741,B738,SBGO,SBBR,50
1742,B38M,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1742,B38M,SBBR,SBGO,55
1742,B737,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1742,B38M,SBBR,SBGO,55
1742,B38M,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1742,B738,SBBR,SBGO,55
1743,B38M,SBEG,SBBR,180
1743,B38M,SBEG,SBBR,180
1743,B738,SBEG,SBBR,180
1743,B38M,SBEG,SBBR,180
1743,B38M,SBEG,SBBR,180
1743,B738,SBEG,SBBR,180
1743,B738,SBEG,SBBR,180
1743,B738,SBEG,SBBR,180
1743,B738,SBEG,SBBR,180
1743,B738,SBEG,SBBR,180
1744,B738,SBBR,SBSV,120
1744,B38M,SBBR,SBSV,120
1744,B738,SBBR,SBSV,120
1744,B38M,SBBR,SBSV,120
1744,B38M,SBBR,SBSV,120
1744,B738,SBBR,SBSV,120
1744,B738,SBBR,SBSV,120
1744,B738,SBBR,SBSV,120
1744,B738,SBBR,SBSV,115
1745,B38M,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B737,SBRF,SBBR,160
1745,B38M,SBRF,SBBR,160
1745,B38M,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B38M,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B38M,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B38M,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1745,B738,SBRF,SBBR,160
1746,B738,SBBR,SBRF,160
1746,B38M,SBBR,SBRF,160
1746,B38M,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B38M,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B38M,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1746,B738,SBBR,SBRF,160
1747,B38M,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B38M,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B38M,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B738,SBSV,SBBR,120
1747,B738,SBSV,SBBR,125
1748,B38M,SBBR,SBBE,160
1748,B38M,SBBE,SBMQ,60
1748,B38M,SBBR,SBBE,160
1748,B38M,SBBR,SBBE,160
1748,B38M,SBBE,SBMQ,60
1748,B38M,SBBE,SBMQ,60
1748,B38M,SBBR,SBBE,160
1748,B38M,SBBR,SBBE,160
1748,B38M,SBBE,SBMQ,60
1748,B738,SBBR,SBBE,160
1748,B738,SBBE,SBMQ,60
1748,B738,SBBR,SBBE,160
1748,B738,SBBR,SBBE,160
1748,B738,SBBE,SBMQ,60
1749,B38M,SBMQ,SBBE,65
1749,B38M,SBBE,SBBR,160
1749,B738,SBMQ,SBBE,65
1749,B738,SBBE,SBBR,160
1749,B738,SBBE,SBBR,160
1749,B738,SBMQ,SBBE,65
1749,B738,SBBE,SBBR,160
1750,B38M,SBBR,SBSG,165
1750,B38M,SBBR,SBSG,180
1750,B738,SBBR,SBSG,180
1750,B38M,SBBR,SBSG,180
1750,B38M,SBBR,SBSG,165
1750,B738,SBBR,SBSG,165
1750,B38M,SBBR,SBSG,165
1750,B737,SBBR,SBSG,165
1750,B738,SBBR,SBSG,165
1751,B738,SBFI,SBGL,135
1756,B38M,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B38M,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B38M,SBBR,SBCT,120
1756,B38M,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,125
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1756,B738,SBBR,SBCT,120
1757,B738,SBCT,SBBR,120
1757,B38M,SBCT,SBBR,120
1757,B38M,SBCT,SBBR,120
1757,B38M,SBCT,SBBR,120
1757,B738,SBCT,SBBR,120
1757,B738,SBCT,SBBR,120
1757,B38M,SBCT,SBBR,120
1757,B738,SBCT,SBBR,120
1757,B738,SBCT,SBBR,120
1757,B738,SBCT,SBBR,120
1759,B38M,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B38M,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B38M,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B738,SBRF,SBBR,165
1759,B738,SBRF,SBBR,160
1761,B738,SBJP,SBBR,165
1762,B737,SBBR,SBRJ,105
1762,B738,SBBR,SBRJ,105
1762,B737,SBBR,SBRJ,105
1762,B738,SBBR,SBRJ,105
1762,B737,SBBR,SBRJ,105
1762,B737,SBBR,SBRJ,110
1763,B737,SBRJ,SBBR,115
1763,B738,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B738,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B738,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1763,B737,SBRJ,SBBR,115
1764,B737,SBBR,SBRJ,110
1764,B738,SBBR,SBRJ,110
1764,B737,SBBR,SBRJ,110
1764,B738,SBBR,SBRJ,110
1764,B737,SBBR,SBRJ,110
1764,B737,SBBR,SBRJ,110
1764,B738,SBBR,SBRJ,110
1764,B737,SBBR,SBRJ,110
1764,B737,SBBR,SBRJ,110
1764,B737,SBBR,SBRJ,110
1765,B737,SBRJ,SBBR,115
1765,B738,SBRJ,SBBR,115
1765,B737,SBRJ,SBBR,115
1765,B738,SBRJ,SBBR,115
1765,B737,SBRJ,SBBR,115
1765,B737,SBRJ,SBBR,115
1765,B737,SBRJ,SBBR,115
1765,B737,SBRJ,SBBR,115
1766,B38M,SBBR,SBBE,155
1766,B38M,SBBE,SBSN,85
1766,B38M,SBBR,SBBE,155
1766,B38M,SBBE,SBMQ,55
1766,B38M,SBBR,SBBE,155
1766,B738,SBBE,SBSN,85
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBSN,85
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBMQ,55
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBMQ,55
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBSN,85
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBMQ,55
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBMQ,55
1766,B738,SBBR,SBBE,155
1766,B738,SBBE,SBSN,85
1767,B38M,SBBE,SBBR,155
1767,B38M,SBSN,SBBE,85
1767,B38M,SBBE,SBBR,155
1767,B38M,SBMQ,SBBE,65
1767,B38M,SBBE,SBBR,155
1767,B38M,SBSN,SBBE,85
1767,B38M,SBSN,SBBE,85
1767,B38M,SBBE,SBBR,155
1767,B38M,SBMQ,SBBE,65
1767,B38M,SBMQ,SBBE,65
1767,B38M,SBBE,SBBR,155
1767,B738,SBSN,SBBE,85
1767,B738,SBBE,SBBR,155
1767,B738,SBMQ,SBBE,65
1767,B738,SBBE,SBBR,155
1767,B738,SBBE,SBBR,155
1767,B738,SBMQ,SBBE,65
1767,B738,SBBE,SBBR,155
1767,B738,SBSN,SBBE,85
1767,B738,SBBE,SBBR,155
1767,B738,SBMQ,SBBE,65
1767,B738,SBBE,SBBR,155
1767,B738,SBMQ,SBBE,65
1767,B738,SBBE,SBBR,155
1767,B738,SBMQ,SBBE,65
1767,B738,SBBE,SBBR,155
1767,B738,SBSN,SBBE,85
1767,B738,SBBE,SBBR,155
1767,B738,SBBE,SBBR,155
1772,B38M,SBBR,SBRF,165
1772,B38M,SBBR,SBRF,175
1772,B738,SBBR,SBRF,175
1772,B38M,SBBR,SBRF,165
1772,B738,SBBR,SBRF,165
1772,B38M,SBBR,SBRF,165
1772,B38M,SBBR,SBRF,165
1772,B738,SBBR,SBRF,165
1772,B38M,SBBR,SBRF,165
1772,B38M,SBBR,SBRF,165
1772,B738,SBBR,SBRF,165
1772,B738,SBBR,SBRF,165
1772,B738,SBBR,SBRF,165
1772,B738,SBBR,SBRF,170
1772,B738,SBBR,SBRF,170
1772,B738,SBBR,SBRF,165
1773,B738,SBMO,SBBR,145
1773,B38M,SBMO,SBBR,145
1773,B738,SBMO,SBBR,145
1773,B737,SBMO,SBBR,145
1773,B738,SBMO,SBBR,145
1775,B38M,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B38M,SBRF,SBGL,175
1775,B38M,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B38M,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B38M,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1775,B738,SBRF,SBGL,175
1777,B38M,SBSV,SBGL,130
1777,B738,SBSV,SBGL,130
1777,B738,SBSV,SBGL,130
1777,B738,SBSV,SBGL,130
1777,B38M,SBSV,SBGL,130
1777,B38M,SBSV,SBGL,130
1777,B738,SBSV,SBGL,130
1777,B38M,SBSV,SBGL,130
1777,B738,SBSV,SBGL,130
1777,B738,SBSV,SBGL,130
1777,B738,SBSV,SBGL,135
1781,B738,SBSV,SBGL,130
1781,B38M,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B38M,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B38M,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B38M,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1781,B738,SBSV,SBGL,130
1783,B737,SBSG,SBBR,170
1783,B738,SBSG,SBBR,170
1783,B38M,SBSG,SBBR,170
1783,B738,SBSG,SBBR,170
1784,B38M,SBBR,SBCT,115
1784,B738,SBBR,SBCT,115
